task_id,agent_id,stage,window_id,source_artifact_path,terminal_status,scoreable_cell,verified_pass,policy_valid_cell,policy_pass,policy_outcome_value,failure_category,latency_seconds,estimated_cost_usd,cost_observation_kind
boltons__hist__026,kilo_claude_sonnet_4_6,holdout,final_later,experiments/agent_selection_demo/results/holdout_score_table.csv,verified_pass,True,True,True,True,1,verified pass,338.309,0.5,missing_usage_conservative_estimate
boltons__hist__026,kilo_gpt_5_4,holdout,final_later,experiments/agent_selection_demo/results/holdout_score_table.csv,verified_pass,True,True,True,True,1,verified pass,36.711,0.5,missing_usage_conservative_estimate
boltons__hist__026,kilo_gpt_5_4_mini,holdout,final_later,experiments/agent_selection_demo/results/holdout_score_table.csv,verified_pass,True,True,True,True,1,verified pass,25.886,0.5,missing_usage_conservative_estimate
boltons__hist__027,codex_gpt_5_4,holdout,final_later,experiments/agent_selection_demo/results/holdout_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,137.36,0.349035,observed_tokens_estimated_cost
boltons__hist__027,kilo_claude_sonnet_4_6,holdout,final_later,experiments/agent_selection_demo/results/holdout_score_table.csv,verified_pass,True,True,True,True,1,verified pass,499.439,0.5,missing_usage_conservative_estimate
boltons__hist__027,kilo_gpt_5_4,holdout,final_later,experiments/agent_selection_demo/results/holdout_score_table.csv,verified_pass,True,True,True,True,1,verified pass,60.696,0.5,missing_usage_conservative_estimate
boltons__hist__027,kilo_gpt_5_4_mini,holdout,final_later,experiments/agent_selection_demo/results/holdout_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,36.982,0.5,missing_usage_conservative_estimate
boltons__hist__028,codex_gpt_5_4,holdout,final_later,experiments/agent_selection_demo/results/holdout_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,127.646,0.2379995,observed_tokens_estimated_cost
boltons__hist__028,kilo_claude_sonnet_4_6,holdout,final_later,experiments/agent_selection_demo/results/holdout_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,654.586,0.5,missing_usage_conservative_estimate
boltons__hist__028,kilo_gpt_5_4,holdout,final_later,experiments/agent_selection_demo/results/holdout_score_table.csv,verified_pass,True,True,True,True,1,verified pass,53.859,0.5,missing_usage_conservative_estimate
boltons__hist__028,kilo_gpt_5_4_mini,holdout,final_later,experiments/agent_selection_demo/results/holdout_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,83.873,0.5,missing_usage_conservative_estimate
boltons__clean_ext__001,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,85.218,0.186047,observed_tokens_estimated_cost
boltons__clean_ext__001,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,38.001,0.5,missing_usage_conservative_estimate
boltons__clean_ext__001,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,53.667,0.5,missing_usage_conservative_estimate
boltons__clean_ext__001,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,23.023,0.5,missing_usage_conservative_estimate
boltons__clean_ext__008,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,106.156,0.2925035,observed_tokens_estimated_cost
boltons__clean_ext__008,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,60.214,0.5,missing_usage_conservative_estimate
boltons__clean_ext__008,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,178.595,0.5,missing_usage_conservative_estimate
boltons__clean_ext__008,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,148.947,0.5,missing_usage_conservative_estimate
boltons__clean_ext__010,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,397.344,0.2233425,observed_tokens_estimated_cost
boltons__clean_ext__010,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,38.427,0.5,missing_usage_conservative_estimate
boltons__clean_ext__010,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,47.295,0.5,missing_usage_conservative_estimate
boltons__clean_ext__010,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,32.541,0.5,missing_usage_conservative_estimate
boltons__hist__006,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,255.352,0.5359655,observed_tokens_estimated_cost
boltons__hist__006,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,invalid_output,False,False,True,False,0,no meaningful change,96.786,0.5,missing_usage_conservative_estimate
boltons__hist__006,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,53.717,0.5,missing_usage_conservative_estimate
boltons__hist__006,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,110.185,0.5,missing_usage_conservative_estimate
boltons__hist__007,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,94.916,0.235803,observed_tokens_estimated_cost
boltons__hist__007,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,33.5,0.5,missing_usage_conservative_estimate
boltons__hist__007,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,37.745,0.5,missing_usage_conservative_estimate
boltons__hist__007,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,27.532,0.5,missing_usage_conservative_estimate
boltons__hist__011,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,236.836,0.295026,observed_tokens_estimated_cost
boltons__hist__011,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,97.31,0.5,missing_usage_conservative_estimate
boltons__hist__011,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,129.524,0.5,missing_usage_conservative_estimate
boltons__hist__011,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,acut_harness_error,False,False,True,False,0,exceeded budget or timeout,900.008,0.5,missing_usage_conservative_estimate
boltons__hist__013,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,95.94,0.231945,observed_tokens_estimated_cost
boltons__hist__013,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,157.9,0.5,missing_usage_conservative_estimate
boltons__hist__013,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,39.278,0.5,missing_usage_conservative_estimate
boltons__hist__013,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,63.011,0.5,missing_usage_conservative_estimate
boltons__hist__014,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,254.324,0.3766795,observed_tokens_estimated_cost
boltons__hist__014,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,187.779,0.5,missing_usage_conservative_estimate
boltons__hist__014,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,102.756,0.5,missing_usage_conservative_estimate
boltons__hist__014,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,62.249,0.5,missing_usage_conservative_estimate
boltons__hist__017,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,522.452,0.259451,observed_tokens_estimated_cost
boltons__hist__017,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,77.791,0.5,missing_usage_conservative_estimate
boltons__hist__017,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,49.298,0.5,missing_usage_conservative_estimate
boltons__hist__017,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,51.561,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__001,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,110.47,0.1768825,observed_tokens_estimated_cost
boltons__supply_expansion_20260526__001,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,102.496,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__001,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,44.019,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__001,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,43.48,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__002,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,78.892,0.2056105,observed_tokens_estimated_cost
boltons__supply_expansion_20260526__002,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,194.59,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__002,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,27.544,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__002,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,acut_harness_error,False,False,True,False,0,exceeded budget or timeout,293.126,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__003,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,92.575,0.18185,observed_tokens_estimated_cost
boltons__supply_expansion_20260526__003,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,75.606,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__003,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,157.542,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__003,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,473.384,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__004,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,322.844,0.39648,observed_tokens_estimated_cost
boltons__supply_expansion_20260526__004,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,invalid_output,False,False,True,False,0,no meaningful change,169.966,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__004,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,47.072,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__004,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,29.566,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__006,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,53.06,0.1103045,observed_tokens_estimated_cost
boltons__supply_expansion_20260526__006,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,62.661,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__006,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,27.499,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__006,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,20.619,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__019,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,58.598,0.140128,observed_tokens_estimated_cost
boltons__supply_expansion_20260526__019,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,66.197,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__019,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,49.302,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__019,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,100.808,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__048,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,366.753,0.428899,observed_tokens_estimated_cost
boltons__supply_expansion_20260526__048,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_fail,True,False,True,False,0,hidden verifier failure,86.411,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__048,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,53.501,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__048,kilo_gpt_5_4_mini,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,270.276,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__066,codex_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,89.079,0.1824095,observed_tokens_estimated_cost
boltons__supply_expansion_20260526__066,kilo_claude_sonnet_4_6,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,26.733,0.5,missing_usage_conservative_estimate
boltons__supply_expansion_20260526__066,kilo_gpt_5_4,selection,final_selection,experiments/agent_selection_demo/results/selection_score_table.csv,verified_pass,True,True,True,True,1,verified pass,27.593,0.5,missing_usage_conservative_estimate
