stage,agent_id,reviewer_name,harness,model,task_id,terminal_status,scoreable_cell,verified_pass,failure_category,latency_seconds,estimated_cost_usd,usage_observed,cost_observation_kind,usage_source,billed_cost_usd,patch_sha256
doubled_timeout_top2_repeat,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__clean_ext__017,verified_pass,True,True,verified pass,25.743,0.086524,True,observed_tokens_estimated_cost,adapter_output_usage_json,,b5dba996fe61db6f134be6cb1ba30056460faf54e174e6e1ed97c16e86b25a26
doubled_timeout_top2_repeat,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__hist__019,verified_pass,True,True,verified pass,361.703,0.2766945,True,observed_tokens_estimated_cost,adapter_output_usage_json,,784a890ffad4ee5c3f291f943bd56d480316e6b3f8db5b774c60a71b72efbc2c
doubled_timeout_top2_repeat,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__hist__020,verified_pass,True,True,verified pass,24.477,0.085609,True,observed_tokens_estimated_cost,adapter_output_usage_json,,81ee9cb6227a5cb2d740005f0eac7c1135ce78672d93740b5c71fa5abf2db026
doubled_timeout_top2_repeat,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__hist__022,verified_pass,True,True,verified pass,49.537,0.191088,True,observed_tokens_estimated_cost,adapter_output_usage_json,,bee288c88b0eb43ca076d5f66f936a47c870081dabd0bbed818f955bc4cab163
doubled_timeout_top2_repeat,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__hist__023,verified_fail,True,False,hidden verifier failure,69.513,0.1779485,True,observed_tokens_estimated_cost,adapter_output_usage_json,,5e611a3d5554f8dfcb65d48f961a9a31374d580ee9b5342e268fdf8e855f926b
doubled_timeout_top2_repeat,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__hist__024,verified_pass,True,True,verified pass,52.502,0.171169,True,observed_tokens_estimated_cost,adapter_output_usage_json,,430604c3bc17a9aa8d4be1d5126e6754fc09d6d91fd5bee37897a052615d483b
doubled_timeout_top2_repeat,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__hist__025,verified_pass,True,True,verified pass,25.531,0.0936535,True,observed_tokens_estimated_cost,adapter_output_usage_json,,3bc4413065880daa26f424a79c16f0ea857a660e0579f783b05672cb049fcb2c
doubled_timeout_top2_repeat,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__hist__026,verified_pass,True,True,verified pass,51.3,0.159898,True,observed_tokens_estimated_cost,adapter_output_usage_json,,12da07e41c3cf80feeb7e4ff039db10459b18a5198adc4112ca42dd9663067ea
doubled_timeout_top2_repeat,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__hist__027,verified_pass,True,True,verified pass,48.683,0.1665945,True,observed_tokens_estimated_cost,adapter_output_usage_json,,3ea9b29f02af69831770d119041de2deea0a271be15dfd951fa6f347499ed55a
doubled_timeout_top2_repeat,kilo_gpt_5_4,Kilo + GPT mainline,kilo,gpt-5.4,boltons__hist__028,verified_pass,True,True,verified pass,55.515,0.2435895,True,observed_tokens_estimated_cost,adapter_output_usage_json,,c6781d09f32ca4ec9932a7e4a500e4c7e9f5472b806bec35250dc7639ff1edc7
