row_id,task_id,target_repo,repo,task_order,task_time,final_split,stage_role,source,source_cluster,module_bucket,path_bucket,test_bucket,task_type,change_size_proxy,difficulty_bucket,recency_bucket,quality_score,risk_flag,flaky_flag,oracle_status,historical_difficulty,metadata_informativeness,feature_leakage_status,allowed_for_final_scoring,feature_leakage_notes,code_files,test_files,outcome_cell_count,complete_outcome_cells
boltons_selector_aware|task|boltons__supply_expansion_20260526__001,boltons__supply_expansion_20260526__001,mahmoud/boltons,boltons,0,2015-04-19T00:13:33-07:00,selection,displayed,supply_expansion_20260526,supply_expansion_20260526:tbutils,tbutils,boltons,pytest_unit,target_repo_repair,medium,medium,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.5,2.516667,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/tbutils.py,"tests/__init__.py,tests/tbutils_test.py",4,True
boltons_selector_aware|task|boltons__v2__092,boltons__v2__092,mahmoud/boltons,boltons,11,2016-10-24T08:50:45-05:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:ioutils,ioutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,2.316667,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/ioutils.py,tests/test_ioutils.py,4,True
boltons_selector_aware|task|boltons__v2__093,boltons__v2__093,mahmoud/boltons,boltons,12,2016-10-24T09:13:19-05:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:ioutils,ioutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,2.316667,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/ioutils.py,tests/test_ioutils.py,4,True
boltons_selector_aware|task|boltons__v2__095,boltons__v2__095,mahmoud/boltons,boltons,13,2016-10-25T12:30:18-05:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:ioutils,ioutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,2.316667,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/ioutils.py,tests/test_ioutils.py,4,True
boltons_selector_aware|task|boltons__supply_expansion_20260526__066,boltons__supply_expansion_20260526__066,mahmoud/boltons,boltons,14,2017-01-16T11:01:53-06:00,selection,displayed,supply_expansion_20260526,supply_expansion_20260526:tbutils,tbutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,2.266667,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/tbutils.py,tests/test_tbutils.py,4,True
boltons_selector_aware|task|boltons__v2__103,boltons__v2__103,mahmoud/boltons,boltons,15,2017-01-22T18:45:47-08:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:funcutils,funcutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,1.983333,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/funcutils.py,tests/test_funcutils_fb.py,4,True
boltons_selector_aware|task|boltons__v2__122,boltons__v2__122,mahmoud/boltons,boltons,16,2017-04-13T23:58:21-07:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:funcutils,funcutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,1.983333,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/funcutils.py,tests/test_funcutils_fb_py3.py,4,True
boltons_selector_aware|task|boltons__v2__128,boltons__v2__128,mahmoud/boltons,boltons,17,2017-11-08T15:37:41-06:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:ioutils,ioutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,2.316667,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/ioutils.py,tests/test_ioutils.py,4,True
boltons_selector_aware|task|boltons__v2__132,boltons__v2__132,mahmoud/boltons,boltons,18,2018-06-19T12:28:43-05:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:strutils,strutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,1.316667,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/strutils.py,tests/test_strutils.py,4,True
boltons_selector_aware|task|boltons__v2__133,boltons__v2__133,mahmoud/boltons,boltons,19,2018-06-27T16:51:35-05:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:strutils,strutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,1.316667,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/strutils.py,tests/test_strutils.py,4,True
boltons_selector_aware|task|boltons__supply_expansion_20260526__093,boltons__supply_expansion_20260526__093,mahmoud/boltons,boltons,20,2018-10-11T12:54:38+05:30,selection,displayed,supply_expansion_20260526,supply_expansion_20260526:timeutils,timeutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,0.933333,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/timeutils.py,tests/test_timeutils.py,4,True
boltons_selector_aware|task|boltons__v2__141,boltons__v2__141,mahmoud/boltons,boltons,21,2018-10-14T19:44:49+05:30,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:urlutils,urlutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,0.983333,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/urlutils.py,tests/test_urlutils.py,4,True
boltons_selector_aware|task|boltons__supply_expansion_20260526__095,boltons__supply_expansion_20260526__095,mahmoud/boltons,boltons,22,2018-10-17T00:38:58Z,selection,displayed,supply_expansion_20260526,supply_expansion_20260526:cacheutils,cacheutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,1.266667,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/cacheutils.py,tests/test_cacheutils.py,4,True
boltons_selector_aware|task|boltons__v2__142,boltons__v2__142,mahmoud/boltons,boltons,23,2018-12-23T23:04:54-08:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:setutils,setutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,2.65,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/setutils.py,tests/test_setutils.py,4,True
boltons_selector_aware|task|boltons__v2__144,boltons__v2__144,mahmoud/boltons,boltons,24,2018-12-24T11:37:08-08:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:setutils,setutils,boltons,pytest_unit,target_repo_repair,small,small,legacy_2018_or_earlier,1.0,False,False,usable_committed_matrix_row,0.25,2.65,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/setutils.py,tests/test_setutils.py,4,True
boltons_selector_aware|task|boltons__v2__147,boltons__v2__147,mahmoud/boltons,boltons,25,2019-01-15T07:00:03-08:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:setutils,setutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,2.5,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/setutils.py,tests/test_setutils.py,4,True
boltons_selector_aware|task|boltons__v2__148,boltons__v2__148,mahmoud/boltons,boltons,26,2019-01-15T07:15:46-08:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:setutils,setutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,2.5,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/setutils.py,tests/test_setutils.py,4,True
boltons_selector_aware|task|boltons__supply_expansion_20260526__107,boltons__supply_expansion_20260526__107,mahmoud/boltons,boltons,27,2019-02-09T00:09:14-08:00,selection,displayed,supply_expansion_20260526,supply_expansion_20260526:mathutils,mathutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,0.783333,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/mathutils.py,tests/test_mathutils.py,4,True
boltons_selector_aware|task|boltons__v2__155,boltons__v2__155,mahmoud/boltons,boltons,28,2019-02-09T17:33:51-08:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:dictutils,dictutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,0.833333,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/dictutils.py,tests/test_dictutils.py,4,True
boltons_selector_aware|task|boltons__v2__163,boltons__v2__163,mahmoud/boltons,boltons,29,2019-02-12T15:15:17-05:00,selection,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:funcutils,funcutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,1.833333,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/funcutils.py,tests/test_funcutils_fb_py3.py,4,True
boltons_selector_aware|task|boltons__v2__164,boltons__v2__164,mahmoud/boltons,boltons,30,2019-02-13T12:18:00+01:00,later_check,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:queueutils,queueutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,0.833333,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/queueutils.py,tests/test_queueutils.py,4,True
boltons_selector_aware|task|boltons__v2__169,boltons__v2__169,mahmoud/boltons,boltons,31,2019-05-07T14:01:45-07:00,later_check,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:setutils,setutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,2.5,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/setutils.py,tests/test_setutils.py,4,True
boltons_selector_aware|task|boltons__v2__170,boltons__v2__170,mahmoud/boltons,boltons,32,2019-05-07T14:34:01-07:00,later_check,displayed,phase1_three_repo_paid_validation_incremental_boltons_v2,phase1_three_repo_paid_validation_incremental_boltons_v2:setutils,setutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,2.5,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/setutils.py,tests/test_setutils.py,4,True
boltons_selector_aware|task|boltons__clean_ext__001,boltons__clean_ext__001,mahmoud/boltons,boltons,33,2020-01-06T22:29:17-08:00,later_check,displayed,clean_outcome_unseen,clean_outcome_unseen:iterutils,iterutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,0.424242,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/iterutils.py,tests/test_iterutils.py,4,True
boltons_selector_aware|task|boltons__hist__006,boltons__hist__006,mahmoud/boltons,boltons,34,2020-03-25T10:22:48-04:00,later_check,displayed,canonical_history,canonical_history:funcutils,funcutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,1.295455,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/funcutils.py,tests/test_funcutils_fb_py3.py,4,True
boltons_selector_aware|task|boltons__hist__007,boltons__hist__007,mahmoud/boltons,boltons,35,2020-03-28T09:38:32+01:00,later_check,displayed,canonical_history,canonical_history:socketutils,socketutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,0.628788,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/socketutils.py,tests/test_socketutils.py,4,True
boltons_selector_aware|task|boltons__clean_ext__008,boltons__clean_ext__008,mahmoud/boltons,boltons,36,2020-03-29T19:27:42-07:00,later_check,displayed,clean_outcome_unseen,clean_outcome_unseen:setutils,setutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,0.757576,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/setutils.py,tests/test_setutils.py,4,True
boltons_selector_aware|task|boltons__clean_ext__010,boltons__clean_ext__010,mahmoud/boltons,boltons,37,2020-04-21T02:03:26-07:00,later_check,displayed,clean_outcome_unseen,clean_outcome_unseen:setutils,setutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,0.757576,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/setutils.py,tests/test_setutils.py,4,True
boltons_selector_aware|task|boltons__hist__011,boltons__hist__011,mahmoud/boltons,boltons,38,2020-06-22T01:19:35-04:00,later_check,displayed,canonical_history,canonical_history:iterutils,iterutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,0.962121,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/iterutils.py,tests/test_iterutils.py,4,True
boltons_selector_aware|task|boltons__hist__013,boltons__hist__013,mahmoud/boltons,boltons,39,2021-02-21T22:35:25-08:00,later_check,displayed,canonical_history,canonical_history:funcutils,funcutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,1.295455,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/funcutils.py,tests/test_funcutils.py,4,True
boltons_selector_aware|task|boltons__hist__014,boltons__hist__014,mahmoud/boltons,boltons,40,2021-05-15T00:08:53-07:00,later_check,displayed,canonical_history,canonical_history:fileutils+jsonutils,fileutils+jsonutils,boltons,pytest_unit,target_repo_repair,medium,medium,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.5,0.878788,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,"boltons/fileutils.py,boltons/jsonutils.py",tests/test_jsonutils.py,4,True
boltons_selector_aware|task|boltons__hist__017,boltons__hist__017,mahmoud/boltons,boltons,41,2022-01-16T07:08:40+08:00,later_check,displayed,canonical_history,canonical_history:urlutils,urlutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,0.628788,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/urlutils.py,tests/test_urlutils.py,4,True
boltons_selector_aware|task|boltons__clean_ext__017,boltons__clean_ext__017,mahmoud/boltons,boltons,42,2022-12-07T18:22:36-08:00,later_check,displayed,clean_outcome_unseen,clean_outcome_unseen:timeutils,timeutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,0.424242,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/timeutils.py,tests/test_timeutils.py,4,True
boltons_selector_aware|task|boltons__hist__019,boltons__hist__019,mahmoud/boltons,boltons,43,2022-12-08T03:45:47-06:00,later_check,displayed,canonical_history,canonical_history:ioutils,ioutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,0.628788,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/ioutils.py,tests/test_ioutils.py,4,True
boltons_selector_aware|task|boltons__hist__020,boltons__hist__020,mahmoud/boltons,boltons,44,2022-12-08T15:51:37+06:00,later_check,displayed,canonical_history,canonical_history:timeutils,timeutils,boltons,pytest_unit,target_repo_repair,small,small,middle_2019_2022,1.0,False,False,usable_committed_matrix_row,0.25,0.628788,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/timeutils.py,tests/test_timeutils.py,4,True
boltons_selector_aware|task|boltons__hist__022,boltons__hist__022,mahmoud/boltons,boltons,45,2023-02-20T07:22:09+01:00,later_check,displayed,canonical_history,canonical_history:iterutils,iterutils,boltons,pytest_unit,target_repo_repair,small,small,recent_2023_or_later,1.0,False,False,usable_committed_matrix_row,0.25,0.962121,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/iterutils.py,tests/test_iterutils.py,4,True
boltons_selector_aware|task|boltons__hist__023,boltons__hist__023,mahmoud/boltons,boltons,46,2023-04-02T15:11:27-04:00,later_check,displayed,canonical_history,canonical_history:tbutils,tbutils,boltons,pytest_unit,target_repo_repair,small,small,recent_2023_or_later,1.0,False,False,usable_committed_matrix_row,0.25,0.628788,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/tbutils.py,tests/test_tbutils_parsed_exc.py,4,True
boltons_selector_aware|task|boltons__hist__024,boltons__hist__024,mahmoud/boltons,boltons,47,2023-04-20T18:29:33-07:00,later_check,displayed,canonical_history,canonical_history:dictutils,dictutils,boltons,pytest_unit,target_repo_repair,small,small,recent_2023_or_later,1.0,False,False,usable_committed_matrix_row,0.25,0.962121,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/dictutils.py,tests/test_dictutils.py,4,True
boltons_selector_aware|task|boltons__hist__025,boltons__hist__025,mahmoud/boltons,boltons,48,2023-04-21T13:05:37+05:30,later_check,displayed,canonical_history,canonical_history:funcutils,funcutils,boltons,pytest_unit,target_repo_repair,small,small,recent_2023_or_later,1.0,False,False,usable_committed_matrix_row,0.25,1.295455,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/funcutils.py,tests/test_funcutils_fb_py3.py,4,True
boltons_selector_aware|task|boltons__hist__026,boltons__hist__026,mahmoud/boltons,boltons,49,2023-05-07T01:25:38+08:00,later_check,displayed,canonical_history,canonical_history:dictutils,dictutils,boltons,pytest_unit,target_repo_repair,small,small,recent_2023_or_later,1.0,False,False,usable_committed_matrix_row,0.25,0.962121,metadata_only,True,Metadata-only selector feature reconstructed from manifest and final matrix; outcomes are joined only after selected task IDs are frozen.,boltons/dictutils.py,tests/test_dictutils.py,4,True
